valor,hora,tipo,saldo
3008.56,23,levantamento,80372.25
2562.76,17,pagamento,120922.8
7788.61,19,transferencia,43958.21
1472.37,19,pagamento,104504.15
1161.16,22,levantamento,190552.23
1141.95,21,transferencia,140421.48
1437.93,14,pagamento,70190.22
2415.59,21,pagamento,64100.14
484.05,21,pagamento,39028.79
674.19,11,pagamento,12403.86
2166.72,8,levantamento,34963.09
2433.33,14,transferencia,71801.33
1396.13,12,transferencia,74401.07
2602.62,10,pagamento,105967.46
535.78,19,pagamento,108934.42
996.71,14,pagamento,43250.23
979.34,17,levantamento,111083.78
895.9,1,pagamento,59565.93
3516.96,11,transferencia,82967.36
3868.34,3,pagamento,98620.18
299.33,9,pagamento,105991.98
371.87,8,transferencia,33769.1
2001.93,13,transferencia,-7111.71
1121.69,15,levantamento,100268.35
1623.42,0,pagamento,90086.18
2338.88,11,transferencia,104334.67
7483.46,1,deposito,167956.66
1703.91,14,pagamento,64116.76
3589.22,22,pagamento,55050.07
1277.93,13,levantamento,111558.81
2606.16,10,pagamento,41068.98
3185.49,22,levantamento,116058.53
1196.75,0,levantamento,76084.39
1051.67,15,transferencia,36489.87
1233.89,23,deposito,84355.62
3625.21,6,pagamento,70815.15
3232.58,12,transferencia,89166.7
246.17,1,pagamento,59375.47
1290.66,16,pagamento,62708.69
2551.39,17,pagamento,68945.53
6283.35,22,transferencia,19066.63
1669.11,13,pagamento,55092.31
2439.67,3,levantamento,85378.23
1961.96,5,pagamento,71767.87
1190.11,15,transferencia,111528.49
616.69,20,transferencia,45476.28
663.93,10,transferencia,4079.51
3394.05,14,transferencia,50915.56
1990.89,7,levantamento,39341.44
1002.37,6,transferencia,149738.22
577.27,13,pagamento,87737.6
3356.72,14,deposito,53867.67
815.76,6,transferencia,106977.07
3105.28,10,transferencia,18447.31
1628.24,10,transferencia,58261.29
1747.52,8,transferencia,56233.18
7334.93,19,transferencia,125640.85
337.42,18,levantamento,24838.3
895.33,18,pagamento,77750.23
6497.63,20,transferencia,80706.96
3819.44,9,deposito,62344.54
1490.71,2,transferencia,132403.53
8051.67,8,pagamento,49318.66
4035.96,15,pagamento,120374.93
1189.96,13,pagamento,93732.91
766.25,16,levantamento,151098.26
5538.09,5,pagamento,58346.82
943.23,6,deposito,63147.68
2207.96,0,transferencia,79650.71
5987.65,20,pagamento,46133.43
2088.93,13,levantamento,73169.9
1822.99,11,levantamento,93232.16
475.27,5,deposito,45209.44
4015.05,3,deposito,72352.36
422.65,19,levantamento,50583.02
5335.51,20,levantamento,67202.82
470.25,4,pagamento,35459.26
931.8,21,levantamento,42879.68
4604.02,13,pagamento,93069.1
5755.25,2,transferencia,120940.22
1950.09,14,pagamento,120604.28
1354.21,19,pagamento,118153.53
2043.83,20,deposito,70049.02
375.73,17,levantamento,65130.09
4331.02,11,transferencia,39320.97
1100.71,19,levantamento,120856.49
1475.4,22,levantamento,27153.34
1935.34,15,pagamento,121871.49
2257.43,3,levantamento,103110.89
2584.24,23,levantamento,133445.99
4819.27,0,deposito,87095.46
4995.72,8,deposito,47163.41
1764.77,4,levantamento,65968.3
3255.15,17,pagamento,54748.55
3626.78,21,pagamento,33230.07
450.15,3,levantamento,85847.73
1273.74,7,transferencia,41989.08
875.61,23,transferencia,64589.08
1846.41,9,deposito,56429.32
4936.96,6,transferencia,92068.9
3371.58,2,pagamento,47471.09
3484.01,9,pagamento,150222.94
1318.46,15,pagamento,57379.31
1321.88,19,transferencia,64391.36
1115.8,2,transferencia,15879.26
882.91,16,transferencia,85979.97
2867.12,22,pagamento,103192.8
1165.5,9,levantamento,108560.47
638.8,23,pagamento,113875.14
2275.63,10,levantamento,105435.78
1908.19,7,pagamento,-3844.71
2293.19,7,pagamento,64149.89
5752.6,14,transferencia,110632.55
1843.1,16,transferencia,76334.66
1081.51,0,transferencia,63038.1
1075.32,9,levantamento,146887.81
837.91,15,deposito,41461.38
979.95,4,deposito,21680.45
664.95,10,pagamento,70426.97
1988.12,18,transferencia,115657.0
1052.68,0,deposito,53767.61
2003.6,10,levantamento,19393.45
1352.2,17,pagamento,150516.42
1661.23,7,levantamento,132958.56
7350.75,20,levantamento,101475.24
4516.48,13,pagamento,42656.3
527.7,19,transferencia,78614.56
1110.22,1,levantamento,148157.47
396.07,7,transferencia,57365.39
1310.61,21,transferencia,84197.71
2358.67,10,levantamento,83935.04
4266.12,7,transferencia,135324.99
4099.12,0,deposito,78280.47
2331.66,14,transferencia,19868.44
857.32,18,deposito,82669.82
3553.34,16,deposito,57043.49
1880.1,19,pagamento,105030.98
2104.42,20,pagamento,17800.31
8621.59,14,levantamento,90341.31
849.53,21,pagamento,59083.32
9503.14,12,transferencia,59656.28
7621.08,5,pagamento,25785.35
1909.12,22,deposito,115523.89
2110.6,21,pagamento,87148.4
1026.93,2,transferencia,104277.71
2105.17,14,levantamento,57298.51
1948.39,17,pagamento,128051.7
1042.19,12,transferencia,29445.47
1020.6,14,pagamento,99051.56
1493.44,23,transferencia,112711.05
1794.77,21,levantamento,125325.91
459.41,11,transferencia,81949.56
4454.86,15,deposito,50099.64
1214.36,11,pagamento,98545.58
1421.65,16,deposito,88943.02
2084.02,12,levantamento,56476.49
1460.03,8,transferencia,107341.65
4498.46,17,pagamento,47760.39
1440.25,9,pagamento,88155.56
1133.85,12,levantamento,64246.07
2968.98,10,transferencia,117300.27
3321.2,20,transferencia,37592.71
13394.15,17,transferencia,96507.82
396.88,8,pagamento,89114.11
1921.99,18,deposito,113140.91
3117.25,10,deposito,114030.16
873.1,17,transferencia,32947.76
5568.25,7,transferencia,50484.78
1045.62,17,levantamento,94122.92
1987.69,13,transferencia,93775.74
4315.73,18,transferencia,61538.33
754.31,0,transferencia,93415.26
1625.51,5,levantamento,69585.68
3341.68,17,levantamento,57351.84
2039.96,16,pagamento,131415.16
3086.7,13,deposito,78707.15
3427.48,19,deposito,85860.6
1184.26,12,levantamento,70546.95
6601.07,14,transferencia,80693.32
922.99,7,deposito,71084.39
5353.93,18,pagamento,65785.14
2395.23,7,pagamento,33384.45
1104.32,21,levantamento,103372.8
906.87,20,transferencia,54933.11
2263.66,16,pagamento,41002.43
1516.38,8,levantamento,82806.29
2672.28,17,levantamento,103972.07
1508.33,8,levantamento,84334.08
1919.69,20,transferencia,46706.32
2722.89,2,transferencia,51982.48
1719.48,15,transferencia,78910.06
1472.36,6,deposito,123542.47
2403.95,16,pagamento,77175.02
1348.5,20,levantamento,80088.19
3094.19,20,pagamento,67538.5
2601.32,13,transferencia,45875.94
3162.07,10,transferencia,53846.24
3147.02,13,transferencia,15243.61
1480.89,6,pagamento,77272.33
365.28,23,levantamento,17600.91
1589.0,15,levantamento,80152.85
2186.61,23,deposito,96501.78
1643.54,0,transferencia,34238.95
1016.39,19,transferencia,182658.06
4876.9,21,pagamento,89743.89
952.31,9,levantamento,102541.1
1046.8,10,levantamento,103164.06
1263.97,14,levantamento,40665.7
1429.21,17,pagamento,87745.08
1133.81,15,pagamento,132156.12
1780.19,22,levantamento,135937.77
1965.56,13,levantamento,133540.57
837.24,20,pagamento,22424.66
743.66,4,levantamento,83989.35
3215.33,14,transferencia,96093.61
1739.85,11,transferencia,114585.73
4031.58,20,transferencia,53114.34
3017.54,20,pagamento,146690.09
1428.22,15,transferencia,81740.99
2561.62,19,levantamento,47066.87
3279.85,10,pagamento,65731.47
950.98,23,pagamento,117514.57
530.55,19,transferencia,118828.71
845.25,15,transferencia,101875.1
2859.51,7,transferencia,78802.0
7180.62,22,levantamento,49836.84
1757.5,7,levantamento,86338.4
5007.58,1,transferencia,95868.69
3753.75,3,transferencia,83485.53
1033.37,2,pagamento,125355.94
1714.87,22,levantamento,48623.24
3019.44,8,transferencia,52005.2
706.74,15,levantamento,49225.16
3564.57,12,pagamento,35969.52
4259.72,12,transferencia,63586.65
3461.03,5,transferencia,96855.86
1643.31,19,pagamento,143942.82
2663.7,3,transferencia,45631.01
3969.44,18,pagamento,64385.9
557.0,21,pagamento,88403.32
265.62,11,levantamento,140747.93
2730.05,2,transferencia,141015.5
1121.72,20,pagamento,77939.11
2088.21,4,pagamento,90223.17
2124.07,4,transferencia,128225.46
4815.44,10,levantamento,47824.16
2072.52,22,transferencia,165371.15
2767.06,13,deposito,25220.4
2622.36,20,levantamento,471.5
3408.78,16,transferencia,97541.33
1149.2,6,transferencia,65217.6
2305.22,6,levantamento,80384.04
279.82,2,transferencia,60735.28
1090.51,5,transferencia,51412.8
4095.49,13,pagamento,98532.82
625.64,20,transferencia,28174.06
683.01,16,levantamento,127322.53
3042.62,6,levantamento,53074.62
1106.99,19,transferencia,44139.24
4932.54,1,pagamento,84436.15
1919.76,17,pagamento,118038.68
6105.72,7,transferencia,74719.22
7053.15,12,transferencia,112803.16
5016.4,18,transferencia,94829.4
1202.04,5,transferencia,35696.65
738.21,23,transferencia,112056.21
4999.59,22,deposito,42793.78
1786.31,18,levantamento,105980.79
2122.53,17,transferencia,89365.47
4531.63,23,pagamento,63488.23
737.02,6,transferencia,24740.4
2895.12,1,levantamento,167171.57
1218.44,20,pagamento,83138.13
3408.7,4,levantamento,119343.4
2462.77,9,pagamento,86157.45
3660.35,17,deposito,109291.18
1286.66,7,transferencia,88036.92
1024.8,10,transferencia,77101.44
1810.21,15,levantamento,-3342.44
1135.99,1,transferencia,64323.92
1092.93,22,pagamento,73107.26
1031.52,21,deposito,37757.86
3000.74,22,pagamento,55320.31
8626.37,8,pagamento,50045.25
3409.28,20,transferencia,49025.94
3167.65,22,pagamento,110173.32
3105.55,13,pagamento,23224.35
870.86,19,deposito,16805.52
3147.08,19,pagamento,119123.99
427.45,8,pagamento,81207.19
2437.59,6,transferencia,150737.41
3251.33,23,pagamento,62621.74
3465.78,8,deposito,119790.1
3044.39,10,transferencia,88400.15
667.38,6,transferencia,7433.04
1081.85,4,transferencia,98549.66
4631.44,3,transferencia,104830.11
2429.51,10,transferencia,92939.08
2327.46,3,levantamento,62822.99
1182.91,22,pagamento,42005.11
748.51,16,deposito,90442.73
1007.59,16,pagamento,73059.84
594.77,7,deposito,92281.17
2808.52,5,deposito,80812.86
173.17,16,transferencia,113616.98
1010.02,10,transferencia,32281.4
8765.84,20,transferencia,52196.19
1523.2,11,levantamento,160393.35
974.38,7,deposito,76434.89
10802.34,0,levantamento,73190.0
1308.9,7,deposito,64161.43
8871.13,18,transferencia,40847.06
1447.31,18,deposito,59499.47
3752.77,3,deposito,33617.41
11317.67,23,pagamento,73083.56
2037.5,7,transferencia,121376.02
1374.78,17,deposito,94941.64
3203.66,1,transferencia,142043.94
819.6,20,deposito,115837.25
4960.08,0,deposito,69209.69
1082.24,7,pagamento,129893.52
526.58,8,deposito,43996.53
1671.96,19,levantamento,130348.32
1275.69,7,pagamento,56478.97
253.67,14,transferencia,23578.37
1830.56,13,transferencia,46217.5
757.44,1,deposito,105010.17
1263.68,10,transferencia,43920.8
755.92,6,pagamento,118519.74
3074.2,20,levantamento,106665.0
1790.48,13,pagamento,42379.82
565.23,9,transferencia,36566.49
5606.93,13,transferencia,59773.25
2325.16,18,pagamento,78900.49
1219.6,18,transferencia,66411.92
987.78,16,levantamento,107657.86
1726.06,0,transferencia,26583.34
658.56,10,transferencia,99345.86
5202.88,23,pagamento,56623.48
4496.75,9,deposito,7640.49
1396.3,15,levantamento,82929.3
1325.05,4,pagamento,23657.56
892.33,7,transferencia,68929.24
2247.07,3,pagamento,110062.84
2261.71,6,deposito,112282.46
3208.32,9,pagamento,62261.08
2281.64,10,pagamento,65622.53
887.62,20,pagamento,75309.58
1013.96,3,levantamento,65499.02
2034.59,14,transferencia,1897.93
1039.42,10,levantamento,69946.64
5456.74,12,transferencia,70713.4
1784.74,20,pagamento,68554.36
571.84,3,deposito,53070.49
1681.45,15,deposito,-7533.12
1546.79,18,deposito,102218.09
5349.05,7,levantamento,88572.15
1874.55,21,pagamento,112223.48
2915.12,16,levantamento,50062.33
1606.32,9,transferencia,151394.2
4106.54,21,transferencia,97737.57
5207.64,23,deposito,77164.16
872.86,15,levantamento,68552.03
1130.98,3,pagamento,49376.19
1527.17,17,pagamento,23536.93
3780.17,19,transferencia,115354.58
1080.84,6,levantamento,68174.43
305.54,9,deposito,37470.69
3455.13,12,transferencia,122328.36
974.09,15,deposito,86520.28
1384.94,22,pagamento,125874.32
1326.15,13,transferencia,76191.18
342.35,12,levantamento,122880.63
704.88,1,deposito,197955.32
3588.54,2,pagamento,63458.31
1755.9,22,pagamento,109825.79
3885.79,20,pagamento,48501.81
6594.52,7,transferencia,141422.4
489.71,6,pagamento,83495.39
1387.11,3,transferencia,127331.35
1655.07,3,transferencia,91079.43
6066.76,23,levantamento,57722.3
761.9,15,pagamento,149223.3
2351.13,15,transferencia,124366.25
5053.24,8,transferencia,63342.39
3685.86,7,levantamento,78855.8
2721.88,13,transferencia,118313.17
1018.89,20,transferencia,117762.33
4316.45,16,transferencia,96572.61
500.2,5,pagamento,95689.21
2700.59,2,levantamento,106421.94
90186.0,19,deposito,113690.52
7550.94,12,transferencia,18685.21
721.8,9,transferencia,78256.99
1249.98,0,deposito,59405.15
6857.26,20,pagamento,158176.16
2588.89,23,transferencia,58078.11
1011.2,17,pagamento,54862.17
1990.53,5,levantamento,85119.32
2284.16,9,pagamento,83678.68
2535.86,7,levantamento,123445.76
1528.0,7,pagamento,118676.94
1397.27,13,pagamento,91237.27
3133.83,14,transferencia,80023.69
1476.66,6,transferencia,89567.0
765.78,10,pagamento,53975.45
1404.63,22,transferencia,122759.43
1779.5,21,transferencia,83559.41
2384.23,5,deposito,61266.4
2114.79,19,pagamento,117667.32
628.87,23,pagamento,126386.77
2693.96,10,transferencia,83381.74
1530.36,14,levantamento,51846.59
1153.27,17,pagamento,71053.87
3821.87,9,transferencia,100146.67
1013.86,17,deposito,76554.14
7540.13,13,transferencia,37156.77
6975.1,8,pagamento,67404.97
4050.42,23,transferencia,46713.83
1055.56,4,levantamento,86874.01
2860.44,18,deposito,56284.54
2241.6,19,pagamento,64715.78
1015.16,18,deposito,90125.43
4253.28,14,levantamento,97658.92
1807.61,20,deposito,118750.91
254.32,7,levantamento,99115.24
5898.76,18,transferencia,103601.44
6048.65,3,pagamento,9856.19
1717.78,19,pagamento,111880.01
2970.02,20,deposito,83669.8
2382.52,3,levantamento,32375.82
1235.91,5,deposito,77888.6
15298.27,21,transferencia,-6037.9
1103.43,5,pagamento,70967.77
1883.78,4,levantamento,87609.73
739.04,6,transferencia,120692.31
3587.37,12,transferencia,68219.86
3145.66,14,transferencia,40434.35
3601.05,18,transferencia,111051.36
681.17,23,transferencia,111303.26
2254.79,2,pagamento,60774.61
2477.61,15,levantamento,88289.0
630.81,13,levantamento,133727.72
2470.7,2,pagamento,35206.36
1077.52,3,levantamento,84348.68
1424.23,17,pagamento,154411.12
2870.13,15,pagamento,58995.24
2119.59,21,levantamento,120850.94
997.79,7,deposito,65141.06
729.56,9,deposito,-2955.65
1585.41,10,transferencia,49919.84
2163.29,14,levantamento,93501.89
1828.88,10,transferencia,79441.04
1634.41,8,pagamento,68441.88
1503.7,19,transferencia,95241.98
5704.29,3,transferencia,150839.18
2103.24,0,levantamento,43763.9
2126.16,17,transferencia,57766.66
1515.5,3,deposito,102549.99
1285.9,6,pagamento,45226.84
8151.22,13,deposito,113504.62
2837.17,7,pagamento,91588.63
3366.85,17,pagamento,47279.63
952.64,5,deposito,27930.8
3988.28,16,transferencia,80104.51
810.77,6,transferencia,57745.97
2361.05,17,levantamento,54434.61
1974.68,5,transferencia,96756.31
5207.32,18,deposito,86299.84
1214.82,8,transferencia,50344.0
2827.83,3,levantamento,59677.64
2475.12,12,deposito,74321.03
978.16,1,deposito,93709.64
2777.98,13,transferencia,21606.85
1603.68,17,deposito,24472.02
1748.33,23,transferencia,74272.74
1346.46,17,pagamento,116071.59
1897.37,9,deposito,48781.01
1870.16,1,transferencia,97326.76
2762.17,10,pagamento,71627.53
2337.96,22,pagamento,40781.35
3655.66,0,pagamento,88916.21
3500.54,16,transferencia,66973.7
6004.92,21,pagamento,155101.37
3129.84,23,pagamento,126511.22
2028.61,9,transferencia,87799.66
4474.52,7,levantamento,3923.87
1999.55,22,transferencia,90260.79
2279.83,19,pagamento,30306.3
240.56,21,pagamento,53823.05
880.0,19,transferencia,97415.48
3164.22,15,transferencia,43626.7
5287.59,23,pagamento,80426.79
2781.64,23,levantamento,15080.06
2941.55,21,pagamento,56231.33
3097.06,22,transferencia,60994.48
1861.66,16,deposito,101044.59
853.92,1,transferencia,75080.49
3017.52,9,levantamento,49064.03
671.61,4,transferencia,99131.56
2679.84,3,transferencia,157748.01
5630.14,4,pagamento,111258.46
2276.87,20,deposito,110528.06
2752.66,14,deposito,79478.64
4319.52,2,levantamento,82556.36
1608.21,14,levantamento,41398.54
5973.74,14,transferencia,-7069.94
4100.83,21,pagamento,25973.45
2016.83,0,pagamento,122962.68
311.86,19,deposito,164974.08
1666.41,9,pagamento,109138.95
1651.51,19,deposito,79773.53
2343.8,15,pagamento,64220.85
5812.63,0,transferencia,41599.55
4089.49,11,levantamento,91471.41
2166.45,8,transferencia,94407.36
1475.44,23,pagamento,67768.91
417.74,10,levantamento,77030.85
3340.98,17,transferencia,89151.37
2420.83,1,levantamento,91394.25
4098.17,19,pagamento,49623.05
2446.44,21,pagamento,62237.6
1155.25,18,levantamento,32550.28
2713.79,6,pagamento,113736.76
2390.53,0,transferencia,69408.39
4063.69,3,deposito,86762.2
1478.21,2,transferencia,116018.45
1122.92,3,deposito,85788.16
2110.14,10,levantamento,105339.0
1779.3,21,levantamento,77424.22
1205.33,18,deposito,60690.15
1190.89,8,levantamento,100739.17
5069.08,9,transferencia,101232.63
1770.07,8,transferencia,72980.66
4665.55,19,pagamento,63282.33
10394.44,8,levantamento,65373.81
1601.96,17,transferencia,106616.11
1089.19,12,transferencia,125455.68
852.37,3,deposito,66371.69
4580.39,9,pagamento,80222.12
1735.39,3,deposito,112762.96
2101.4,10,pagamento,36551.89
1460.46,9,pagamento,102175.56
1791.56,18,transferencia,48217.85
15847.25,17,levantamento,40921.64
1173.84,12,transferencia,109611.78
382.02,23,transferencia,97423.33
1845.82,4,transferencia,63931.61
1266.75,10,levantamento,170476.23
3364.89,5,levantamento,54943.02
1938.14,18,deposito,37359.13
4832.11,19,transferencia,118739.8
379.88,1,transferencia,111483.16
3058.7,18,transferencia,57239.84
5800.83,4,pagamento,98925.02
1410.09,10,deposito,70660.81
1393.48,10,pagamento,93071.21
1354.56,12,transferencia,60128.33
1248.89,19,transferencia,52980.93
4653.73,9,transferencia,60308.51
918.56,9,levantamento,64896.4
3140.79,1,pagamento,70379.83
568.78,17,deposito,72755.93
702.95,21,deposito,62250.56
2088.26,8,transferencia,91727.58
808.18,12,levantamento,74975.3
781.14,6,transferencia,40453.34
4929.51,23,levantamento,107936.1
2780.83,3,transferencia,77625.03
1953.44,15,pagamento,-16718.45
3138.36,1,pagamento,72840.2
613.04,22,deposito,52979.75
880.85,0,transferencia,51450.73
2258.9,16,transferencia,68172.32
581.16,4,deposito,43544.59
597.58,18,pagamento,120574.76
1424.21,21,levantamento,114689.87
2151.02,3,pagamento,124100.67
1550.56,6,transferencia,126400.54
894.32,0,pagamento,134887.59
929.96,5,levantamento,109145.86
1521.75,1,pagamento,120756.15
3360.66,18,transferencia,31179.34
6223.11,14,levantamento,40308.86
1952.19,15,transferencia,1111.94
393.39,20,transferencia,105005.14
3717.63,21,transferencia,87202.07
3128.11,0,transferencia,122777.63
1180.82,20,transferencia,64230.1
1555.33,2,levantamento,98227.65
5807.78,7,transferencia,48131.48
6531.2,18,transferencia,9270.38
971.55,19,levantamento,51877.25
10822.13,9,transferencia,108861.42
2662.9,14,transferencia,61994.17
13779.19,3,levantamento,21146.18
627.44,19,transferencia,69994.94
1203.57,8,pagamento,57250.1
324.57,19,levantamento,112197.38
1566.88,12,transferencia,76851.71
3552.57,21,pagamento,52893.99
7979.66,4,transferencia,80489.7
1031.58,13,pagamento,35266.09
2425.51,21,transferencia,39805.69
1433.97,7,pagamento,96385.58
3229.02,11,pagamento,58260.79
1640.23,17,transferencia,87481.34
1467.08,0,pagamento,95851.44
450.72,13,levantamento,34265.37
2292.5,1,transferencia,61522.53
5888.34,3,pagamento,94084.3
661.7,13,levantamento,80226.9
3786.04,21,levantamento,105059.42
1945.63,15,transferencia,139467.4
346.37,15,levantamento,95076.98
1383.57,20,pagamento,79816.58
1461.13,15,pagamento,30761.92
2582.96,3,deposito,6381.03
2824.73,23,transferencia,24018.4
2021.76,15,pagamento,62973.7
3158.06,2,transferencia,102131.15
879.65,0,pagamento,85066.97
1564.45,6,pagamento,102562.96
1608.68,11,transferencia,70786.9
4610.43,15,levantamento,70902.25
415.57,3,pagamento,56233.08
2927.87,0,pagamento,52282.95
6024.95,15,pagamento,85121.54
2002.17,8,transferencia,90221.31
25722.16,18,pagamento,75514.07
1225.4,3,pagamento,102691.17
1619.98,3,pagamento,116157.51
1159.68,16,levantamento,65195.34
1514.15,19,levantamento,54835.93
2983.26,1,pagamento,77818.22
1349.46,15,transferencia,92517.66
936.77,19,pagamento,53851.73
506.19,22,pagamento,67131.01
1596.83,23,transferencia,113335.86
1780.0,22,pagamento,34016.91
1418.32,16,deposito,64807.76
10713.01,3,levantamento,112515.82
3039.29,22,pagamento,152905.92
1176.72,21,pagamento,86770.54
3194.22,5,pagamento,64354.51
3490.46,21,levantamento,104214.69
1800.76,21,pagamento,91613.77
1301.22,5,transferencia,57492.5
827.74,21,levantamento,68071.79
5421.2,12,deposito,72511.67
1589.68,23,pagamento,65128.87
1552.55,17,levantamento,178305.55
4408.61,0,deposito,72444.75
1857.02,21,transferencia,106052.9
12942.03,6,pagamento,59727.69
1187.1,8,transferencia,109307.62
1343.79,2,transferencia,35897.69
1030.7,16,transferencia,136552.72
930.48,21,pagamento,21111.76
2501.32,4,pagamento,9156.63
3187.45,3,pagamento,216676.95
1332.3,13,deposito,84466.85
1869.37,9,deposito,76314.64
2140.96,9,transferencia,32523.76
5088.48,22,levantamento,62542.0
1113.91,4,deposito,62073.87
2083.91,10,pagamento,71145.29
2554.78,11,transferencia,74989.31
2509.49,19,deposito,117974.63
1919.78,9,levantamento,62337.58
4098.38,11,transferencia,-1361.22
1037.23,9,transferencia,94855.7
1575.14,7,levantamento,14879.67
1127.2,19,pagamento,58819.11
1067.36,19,transferencia,48895.69
1984.72,9,pagamento,86850.54
4001.02,15,levantamento,129356.55
966.84,14,pagamento,108929.87
3774.1,11,transferencia,118426.57
1386.15,7,deposito,115259.22
840.47,22,transferencia,90821.54
1064.28,16,pagamento,63607.86
3889.79,3,pagamento,32340.54
787.95,0,pagamento,187036.28
8999.17,4,transferencia,51509.7
2020.74,19,pagamento,114055.85
464.87,6,transferencia,80648.15
788.78,7,levantamento,96424.14
3494.69,0,deposito,115249.73
563.0,4,deposito,108877.36
3069.0,6,levantamento,52500.99
709.13,2,pagamento,64288.18
2424.15,7,levantamento,47548.59
5186.04,20,transferencia,135522.34
2447.91,2,pagamento,154805.96
3575.14,18,transferencia,97795.54
3233.83,15,pagamento,63849.94
725.83,2,pagamento,37577.11
686.57,1,transferencia,157596.89
441.76,15,transferencia,127838.06
2315.93,16,levantamento,68856.1
1668.77,14,pagamento,36041.8
814.12,13,levantamento,76789.96
2361.97,0,transferencia,118559.2
6537.62,6,pagamento,78975.1
3140.56,22,transferencia,126453.88
5420.49,11,deposito,91772.53
1327.6,17,pagamento,77177.56
2079.94,19,transferencia,82670.71
2334.47,7,pagamento,53336.55
3557.85,12,pagamento,95785.67
530.63,5,deposito,189942.86
6019.77,19,transferencia,48081.97
2181.77,9,pagamento,12508.62
5140.44,12,levantamento,76445.45
4205.87,18,transferencia,75867.88
326.95,1,transferencia,105318.55
2361.17,12,transferencia,61843.55
2678.89,12,pagamento,136887.66
1519.85,19,pagamento,13499.56
1821.64,19,levantamento,69938.36
894.61,12,pagamento,51368.37
1597.55,12,deposito,59775.6
1388.45,11,pagamento,90291.71
1196.06,16,levantamento,99806.4
1348.95,23,pagamento,96008.05
273.55,7,transferencia,94098.13
1193.9,5,deposito,75207.54
873.22,20,levantamento,-13207.96
928.63,0,levantamento,69016.29
598.9,23,levantamento,64546.72
1501.44,22,pagamento,69044.1
889.31,15,transferencia,75640.1
879.53,2,deposito,131851.64
1992.55,22,transferencia,118935.56
6647.12,22,pagamento,89151.56
2009.55,17,pagamento,88690.0
4262.32,9,transferencia,98098.17
1673.84,11,pagamento,79566.26
13106.69,12,levantamento,56734.77
736.93,18,pagamento,76063.03
367.04,6,levantamento,138032.85
3699.8,12,pagamento,69819.92
3254.84,14,levantamento,97090.34
425.56,8,pagamento,98113.97
1605.24,11,pagamento,132327.61
7603.42,5,transferencia,77489.27
3692.43,19,deposito,67072.02
526.27,9,pagamento,46973.48
356.88,19,transferencia,126085.03
6597.38,11,deposito,94358.01
916.71,23,transferencia,105370.52
3922.83,7,deposito,85222.53
3192.89,8,deposito,51725.27
1773.18,3,pagamento,53757.09
992.89,20,deposito,122363.44
5956.18,7,levantamento,120127.26
300.41,23,deposito,64479.98
4345.52,2,transferencia,79055.02
1394.38,20,deposito,57664.62
982.59,9,transferencia,24693.42
1640.75,17,transferencia,24678.62
4456.08,5,deposito,39723.29
666.33,4,deposito,149995.95
2357.18,23,deposito,69187.49
2917.76,17,pagamento,88302.53
1540.24,22,transferencia,129528.92
746.77,4,transferencia,93169.92
935.91,20,pagamento,37807.19
7515.69,20,transferencia,77236.78
3846.3,20,transferencia,142845.41
2919.9,15,pagamento,102724.74
9934.51,0,pagamento,43631.62
962.0,7,deposito,54797.32
1784.13,1,deposito,91046.93
1878.04,13,transferencia,73277.96
4862.52,22,deposito,99837.04
488.64,20,pagamento,127288.96
1932.11,3,levantamento,98125.93
1805.08,17,transferencia,105154.42
3494.97,10,pagamento,21801.86
1277.48,19,transferencia,43379.34
4775.36,21,transferencia,46334.67
2498.66,20,pagamento,47188.07
968.61,18,pagamento,54034.24
2869.16,14,transferencia,61532.57
1643.2,2,pagamento,100380.91
2674.55,12,transferencia,76598.95
700.49,4,levantamento,54243.25
1456.3,3,deposito,101457.62
4084.78,14,transferencia,94869.76
5565.83,23,levantamento,77439.67
2571.79,0,pagamento,94731.89
1496.9,9,levantamento,107114.88
1165.75,2,transferencia,73771.67
1032.42,4,transferencia,71657.17
1030.92,19,transferencia,112381.39
918.09,15,levantamento,72101.1
1689.65,12,transferencia,137116.35
1131.79,16,deposito,136509.92
2813.18,4,pagamento,126837.94
2412.42,16,transferencia,54922.84
4350.36,12,transferencia,80213.13
2843.66,7,levantamento,52444.56
3535.19,14,transferencia,102858.92
939.66,11,transferencia,43836.05
2675.45,5,levantamento,88478.11
2206.99,6,levantamento,117255.16
372.42,12,transferencia,51038.3
1729.1,23,pagamento,110896.25
808.92,16,transferencia,74329.63
535.21,17,levantamento,30090.66
1410.5,17,transferencia,-1730.78
1088.97,2,levantamento,68691.78
989.64,4,deposito,78918.5
571.94,12,pagamento,111863.01
7498.24,12,pagamento,46503.12
667.31,5,pagamento,-1943.31
1380.97,12,levantamento,92843.18
3120.75,14,pagamento,56003.81
3955.17,18,deposito,29036.03
748.92,5,pagamento,64618.57
1518.21,5,deposito,63080.03
2815.35,9,deposito,102404.95
2294.76,2,pagamento,81055.65
2452.02,19,transferencia,49071.75
695.87,19,levantamento,123908.95
934.0,16,pagamento,24804.18
1601.59,12,levantamento,35096.3
1408.44,15,transferencia,114287.66
2062.18,16,pagamento,95200.17
776.34,3,levantamento,26940.62
3949.01,7,transferencia,85687.3
696.6,8,pagamento,79161.73
2174.25,21,transferencia,23830.85
943.37,11,pagamento,86988.33
1462.44,11,pagamento,39576.25
556.35,18,pagamento,44376.98
1580.65,0,levantamento,23832.39
