idade,rendimento,anos_emprego,montante_emprestimo,taxa_juro,percentagem_rendimento,historico_credito,habitacao,finalidade_emprestimo,classe_emprestimo,historico_incumprimento,estado_emprestimo
40.0,70690.28,8.3,144511.15,9.26,2.044,19.4,,negocio,C,nao,1
43.0,64654.77,15.0,187708.57,7.75,2.903,16.4,hipoteca,educacao,A,nao,0
40.0,77594.81,7.7,161034.69,27.57,2.075,12.7,arrendada,saude,C,nao,1
63.0,67708.66,2.5,86629.6,14.82,1.279,13.9,,educacao,D,nao,0
55.0,37386.94,9.4,22686.46,27.81,0.607,3.8,hipoteca,pessoal,B,sim,1
32.0,117253.02,23.8,234941.06,9.2,2.004,2.8,hipoteca,habitacao,A,nao,0
42.0,83463.92,27.4,76168.41,7.74,0.913,6.3,outra,habitacao,A,nao,0
42.0,93841.22,9.1,211000.49,27.33,2.248,4.3,,educacao,A,nao,1
62.0,89823.32,8.2,132999.35,26.65,1.481,4.2,outra,educacao,C,nao,1
67.0,88081.22,4.7,143387.09,,1.628,5.7,outra,negocio,A,nao,0
56.0,99873.44,7.9,262152.92,26.8,2.625,13.8,outra,habitacao,A,nao,1
69.0,92680.14,1.6,91139.67,20.91,0.983,11.9,outra,educacao,B,nao,0
39.0,84568.63,,190712.77,14.79,2.255,7.0,hipoteca,negocio,A,sim,1
22.0,86974.34,28.1,118358.21,27.13,1.361,12.5,hipoteca,saude,B,nao,0
66.0,75845.59,3.6,35785.07,6.67,0.472,2.0,propria,negocio,A,nao,0
32.0,131437.03,21.5,125258.44,,0.953,17.2,outra,pessoal,A,nao,0
45.0,31497.96,8.9,277869.95,7.29,8.822,1.7,propria,pessoal,D,nao,1
33.0,126989.02,7.6,273647.56,19.96,2.155,8.9,propria,pessoal,D,nao,1
42.0,153186.19,25.5,246112.17,30.05,1.607,7.6,outra,habitacao,B,nao,0
48.0,97296.53,28.9,67196.45,,0.691,9.4,hipoteca,educacao,A,nao,0
34.0,81205.56,14.7,66930.83,30.48,0.824,11.1,propria,saude,A,nao,0
36.0,91665.83,,271045.89,8.2,2.957,1.2,outra,saude,A,nao,0
60.0,123158.38,13.4,107087.48,11.42,0.87,1.4,hipoteca,habitacao,B,nao,0
55.0,62682.18,7.1,278534.45,30.65,4.444,17.7,outra,educacao,D,nao,1
57.0,139177.28,6.7,250251.76,5.79,1.798,19.0,arrendada,habitacao,A,nao,0
34.0,110151.14,7.7,292796.63,30.39,2.658,1.4,hipoteca,negocio,B,sim,1
28.0,62073.55,7.1,254320.55,21.7,4.097,17.8,hipoteca,habitacao,C,nao,1
37.0,76631.82,,280779.47,17.69,3.664,6.1,outra,pessoal,C,sim,1
56.0,71773.98,18.7,126164.34,10.37,1.758,12.0,outra,habitacao,D,nao,0
21.0,104597.98,6.3,244778.07,20.43,2.34,11.3,propria,educacao,A,nao,1
29.0,51059.15,0.4,92813.32,,1.818,8.7,hipoteca,educacao,A,nao,0
55.0,79549.0,17.5,9394.35,29.87,0.118,2.8,propria,negocio,C,nao,1
24.0,60630.65,25.5,80856.9,18.54,1.334,16.6,propria,educacao,C,nao,0
52.0,82626.77,0.9,203778.32,11.54,2.466,7.3,,habitacao,C,nao,1
64.0,123376.13,20.9,189534.11,12.57,1.536,3.4,arrendada,pessoal,A,nao,0
49.0,93491.6,15.8,91221.81,31.07,0.976,13.6,outra,pessoal,B,sim,1
35.0,94017.35,24.7,100027.03,11.7,1.064,17.7,propria,habitacao,D,nao,0
35.0,81266.62,3.3,236737.05,20.16,2.913,14.4,hipoteca,saude,C,nao,1
54.0,77203.41,,187597.57,26.39,2.43,8.9,,pessoal,C,nao,1
45.0,94599.34,15.8,194570.91,12.5,2.057,12.6,outra,educacao,A,nao,0
57.0,114138.15,15.1,104363.26,19.76,0.914,18.5,hipoteca,negocio,B,nao,0
31.0,112307.56,8.5,201413.64,8.23,1.793,4.1,hipoteca,negocio,C,nao,0
42.0,108351.22,8.0,154152.13,6.57,1.423,8.6,arrendada,negocio,B,nao,0
29.0,93036.11,12.1,198611.71,5.86,2.135,5.7,arrendada,negocio,C,nao,1
51.0,58078.1,5.1,225134.86,11.52,3.876,14.3,hipoteca,negocio,A,nao,0
36.0,92025.46,13.2,16621.55,9.89,0.181,4.5,hipoteca,negocio,B,nao,0
61.0,54046.95,5.8,122324.5,15.48,2.263,14.8,arrendada,pessoal,C,nao,1
41.0,11636.83,29.0,239818.27,14.83,20.609,5.6,outra,negocio,A,sim,1
60.0,56012.02,27.0,178074.73,8.79,3.179,16.9,propria,habitacao,C,nao,1
51.0,18709.13,25.5,46485.14,11.77,2.485,17.6,propria,negocio,A,nao,0
44.0,85799.94,28.9,110392.33,20.06,1.287,13.3,propria,negocio,C,sim,1
59.0,102632.25,17.7,26959.37,18.6,0.263,19.4,hipoteca,habitacao,C,nao,0
25.0,116103.23,1.8,175575.14,14.1,1.512,7.8,arrendada,negocio,C,nao,0
37.0,97119.78,11.0,149160.55,17.31,1.536,19.7,arrendada,habitacao,C,nao,0
46.0,33502.01,26.6,28718.59,26.77,0.857,4.3,propria,pessoal,D,nao,1
26.0,93698.66,24.6,104574.32,24.03,1.116,2.8,hipoteca,pessoal,D,nao,1
24.0,52862.38,25.6,297290.91,21.6,5.624,8.3,hipoteca,educacao,C,nao,1
53.0,50700.37,15.1,284759.92,15.61,5.617,8.3,propria,negocio,C,nao,1
30.0,132616.42,8.1,72413.21,28.66,0.546,6.2,outra,saude,C,nao,1
58.0,78656.89,11.1,193056.23,18.39,2.454,4.1,propria,saude,D,sim,1
41.0,68009.95,26.4,299571.21,,4.405,14.9,outra,negocio,D,sim,1
45.0,111667.54,24.1,277549.0,,2.485,9.5,propria,negocio,A,sim,1
41.0,59536.42,19.2,234988.11,20.77,3.947,15.2,outra,saude,D,nao,1
61.0,65076.92,20.2,210827.7,6.49,3.24,9.1,hipoteca,negocio,A,nao,0
52.0,55077.46,4.0,258281.02,10.24,4.689,9.2,outra,saude,A,nao,0
49.0,80867.11,22.7,153184.11,12.18,1.894,3.8,outra,educacao,D,nao,0
33.0,46589.39,17.7,287589.02,15.93,6.173,3.7,arrendada,habitacao,D,sim,1
67.0,25092.23,24.6,129045.95,27.24,5.143,3.0,propria,pessoal,B,nao,1
68.0,94508.26,11.6,150199.42,18.1,1.589,19.0,outra,negocio,B,nao,0
59.0,84929.54,24.1,231475.5,22.5,2.726,19.1,outra,negocio,A,sim,1
55.0,134504.93,4.8,221644.97,12.45,1.648,2.2,propria,habitacao,A,nao,0
28.0,85735.8,18.8,202828.03,,2.366,15.4,outra,habitacao,C,sim,1
67.0,57274.35,5.9,215913.1,14.65,3.77,4.4,propria,saude,A,nao,0
38.0,111797.2,5.0,17116.25,9.63,0.153,3.9,propria,saude,C,nao,0
24.0,102947.0,14.9,78369.85,14.57,0.761,15.8,hipoteca,habitacao,D,nao,0
66.0,94545.85,3.5,256180.06,,2.71,14.1,outra,negocio,B,nao,1
49.0,56593.08,29.8,277165.64,16.68,4.898,17.3,outra,saude,D,nao,1
47.0,89321.25,3.2,224226.75,19.28,2.51,18.2,hipoteca,pessoal,A,nao,0
32.0,86803.81,22.0,80342.04,11.62,0.926,7.1,outra,negocio,B,nao,0
57.0,60995.15,13.0,5743.64,,0.094,18.5,arrendada,pessoal,B,nao,0
21.0,69411.99,1.0,72689.98,6.61,1.047,3.2,hipoteca,negocio,C,sim,1
60.0,134389.86,24.2,116188.04,19.8,0.865,1.9,arrendada,educacao,A,nao,0
55.0,84966.79,,259419.85,13.6,3.053,7.4,arrendada,pessoal,B,nao,0
60.0,86415.71,26.6,238709.73,21.88,2.762,4.0,hipoteca,negocio,B,nao,1
67.0,87939.49,20.5,174031.45,31.34,1.979,5.3,hipoteca,pessoal,B,sim,1
32.0,138449.58,,261415.63,30.39,1.888,16.8,propria,habitacao,C,nao,1
69.0,70777.49,3.6,62888.89,15.03,0.889,7.6,hipoteca,negocio,C,nao,0
50.0,35297.75,29.0,116107.88,26.75,3.289,3.5,outra,saude,B,nao,1
65.0,42438.37,25.3,212552.22,,5.008,10.8,propria,pessoal,B,nao,1
23.0,61539.11,0.5,288029.4,,4.68,13.5,outra,educacao,C,nao,1
52.0,53138.41,28.3,271967.03,,5.118,7.9,propria,educacao,B,nao,0
68.0,82822.32,26.9,208456.58,27.26,2.517,5.8,hipoteca,saude,A,nao,1
49.0,62001.86,9.9,73736.36,6.51,1.189,14.6,outra,saude,B,nao,0
44.0,84956.14,23.4,54147.82,28.91,0.637,10.7,hipoteca,pessoal,C,nao,1
51.0,58390.54,5.8,17692.46,19.18,0.303,2.0,,negocio,B,nao,0
53.0,62709.7,7.8,153018.39,19.71,2.44,16.7,outra,negocio,A,nao,0
62.0,44242.82,26.7,150417.34,24.99,3.4,18.4,propria,educacao,C,nao,1
45.0,69965.73,11.4,88311.26,,1.262,7.8,propria,saude,A,nao,0
49.0,104289.83,2.0,17939.88,17.79,0.172,8.6,outra,habitacao,B,nao,0
59.0,29432.01,,164325.44,19.07,5.583,3.0,arrendada,pessoal,D,nao,1
67.0,103502.41,18.1,253274.2,18.4,2.447,11.7,hipoteca,pessoal,B,nao,0
50.0,35160.15,4.7,289446.65,,8.232,3.7,outra,educacao,B,nao,1
35.0,69554.11,28.1,257199.69,16.22,3.698,7.1,hipoteca,pessoal,A,nao,0
49.0,63295.13,28.6,778948.2000000001,17.96,2.461,12.3,propria,saude,D,nao,1
46.0,80299.37,26.0,8389.41,26.48,0.104,17.5,propria,negocio,A,nao,0
63.0,43800.21,1.5,144907.43,6.06,3.308,11.7,arrendada,pessoal,B,nao,0
63.0,78394.71,0.4,138039.95,14.2,1.761,12.0,hipoteca,pessoal,B,nao,0
61.0,78869.54,27.3,129522.54,20.65,1.642,2.8,outra,educacao,A,sim,1
65.0,96965.74,27.6,186671.55,27.89,1.925,3.8,arrendada,pessoal,B,nao,0
54.0,70722.77,27.3,270645.51,8.63,3.827,6.3,hipoteca,negocio,B,nao,0
58.0,90389.65,3.3,261939.04,29.08,2.898,8.2,propria,educacao,D,nao,1
27.0,57128.6,11.4,13642.65,19.2,0.239,5.4,propria,pessoal,B,nao,0
29.0,66079.65,27.7,53668.35,20.1,0.812,18.6,hipoteca,habitacao,A,nao,0
67.0,55561.57,6.2,222595.33,18.4,4.006,9.9,arrendada,habitacao,D,nao,1
33.0,49823.4,17.6,63565.58,16.1,1.276,4.9,hipoteca,habitacao,A,nao,0
28.0,64814.13,25.6,253296.19,13.67,3.908,4.2,hipoteca,educacao,B,sim,1
46.0,62513.47,29.7,285272.79,,4.563,1.2,outra,pessoal,A,sim,1
45.0,107513.29,0.7,274991.34,30.87,2.558,5.6,outra,educacao,C,sim,1
55.0,49085.06,28.0,40591.58,25.21,0.827,12.3,hipoteca,saude,C,nao,1
39.0,104777.87,14.2,12322.32,21.75,0.118,18.3,outra,educacao,B,nao,0
32.0,63540.68,,217528.44,13.94,3.423,7.1,hipoteca,educacao,A,sim,1
59.0,93026.68,24.1,255738.13,5.28,2.749,18.2,outra,educacao,A,nao,0
67.0,64050.46,9.0,55634.62,19.83,0.869,16.6,arrendada,saude,A,nao,0
40.0,70275.29,6.1,116538.29,5.0,1.658,16.0,hipoteca,negocio,A,nao,0
45.0,61519.63,22.3,80252.0,23.29,1.304,2.9,arrendada,pessoal,A,nao,0
50.0,73864.4,30.0,123562.12,27.68,1.673,9.2,outra,pessoal,C,nao,1
33.0,135571.72,14.1,225185.31,20.21,1.661,3.0,arrendada,negocio,C,sim,1
21.0,80775.65,18.3,16937.34,6.07,0.21,17.7,propria,saude,A,nao,0
37.0,114918.23,16.5,75365.6,24.87,0.656,17.9,arrendada,habitacao,B,nao,0
46.0,108624.12,25.1,256851.34,29.68,2.365,18.1,arrendada,negocio,B,nao,1
35.0,100328.88,6.3,98608.65,12.82,0.983,17.5,propria,saude,D,nao,0
49.0,49920.4,20.2,269689.19,21.42,5.402,2.9,propria,pessoal,A,nao,1
34.0,24173.69,27.2,88185.64,22.78,3.648,11.1,outra,habitacao,D,nao,1
46.0,68361.46,5.3,60618.67,25.28,0.887,18.5,arrendada,educacao,A,nao,0
30.0,83076.39,16.5,15493.06,18.57,0.186,19.9,propria,saude,A,nao,0
21.0,89841.95,10.7,251179.01,26.65,2.796,5.1,arrendada,saude,B,nao,1
59.0,62728.02,13.9,280652.15,29.74,4.474,13.2,hipoteca,pessoal,D,nao,1
33.0,67447.45,22.4,177587.12,8.38,2.633,19.8,hipoteca,saude,A,nao,0
25.0,69132.31,13.8,264008.81,8.22,3.819,18.4,outra,educacao,A,nao,0
45.0,63767.27,11.9,274354.26,30.73,4.302,15.6,hipoteca,negocio,A,nao,1
52.0,59049.64,10.2,161055.14,,2.727,10.2,hipoteca,negocio,A,nao,0
53.0,37221.7,29.1,233334.09,12.93,6.269,19.9,arrendada,pessoal,B,nao,0
23.0,64902.23,29.4,123932.06,19.35,1.91,15.6,outra,educacao,B,nao,0
35.0,41458.95,4.3,62623.56,,1.51,16.8,hipoteca,negocio,B,nao,0
48.0,61569.79,6.7,270689.21,15.35,4.396,8.7,outra,negocio,A,sim,1
40.0,33586.99,22.5,190479.77,15.01,5.671,8.3,propria,negocio,B,nao,0
36.0,72237.53,15.0,199545.89,26.54,2.762,10.2,hipoteca,educacao,A,nao,1
42.0,66026.92,11.4,62754.27,13.44,0.95,6.5,propria,negocio,C,nao,0
34.0,106063.22,29.7,272286.48,25.81,2.567,15.8,hipoteca,habitacao,A,nao,1
35.0,71939.94,18.3,228752.21,26.47,3.18,10.9,arrendada,pessoal,A,nao,1
53.0,106820.53,16.1,34325.21,26.6,0.321,4.9,hipoteca,habitacao,A,nao,0
28.0,68269.97,12.6,171840.0,10.45,2.517,1.9,propria,educacao,C,nao,1
67.0,64564.82,28.8,121040.82,14.12,1.875,14.8,hipoteca,saude,B,sim,0
31.0,67349.56,21.7,204747.59,5.64,3.04,19.5,propria,pessoal,B,nao,0
46.0,36247.42,7.4,202736.65,24.01,5.593,9.3,outra,saude,D,sim,1
57.0,33323.69,19.9,120763.22,31.14,3.624,3.9,arrendada,pessoal,C,nao,1
32.0,78082.34,27.0,173038.62,27.78,2.216,2.9,propria,pessoal,D,nao,1
46.0,118296.43,11.0,19971.58,28.69,0.169,1.5,hipoteca,habitacao,B,nao,0
24.0,11012.44,23.3,131589.37,30.86,11.949,19.8,arrendada,negocio,A,nao,1
55.0,72571.05,9.1,147016.5,16.2,2.026,4.4,propria,educacao,D,nao,1
47.0,91090.31,21.3,177714.24,14.31,1.951,17.4,propria,negocio,C,nao,0
64.0,48470.67,15.2,59069.93,15.31,1.219,9.1,arrendada,saude,A,nao,0
29.0,134381.9,24.4,275671.23,22.07,2.051,6.4,arrendada,negocio,A,nao,1
60.0,59717.78,10.1,206317.42,8.67,3.455,1.5,arrendada,pessoal,A,sim,1
52.0,60190.54,25.3,220836.63,18.8,3.669,5.5,hipoteca,saude,B,nao,0
55.0,89320.97,5.4,252452.59,,2.826,9.1,arrendada,educacao,D,nao,1
53.0,105632.44,17.3,24299.67,30.43,0.23,4.8,arrendada,negocio,C,nao,1
36.0,20581.05,13.5,9313.09,13.85,0.453,8.8,propria,pessoal,C,nao,0
34.0,79851.88,26.9,159289.85,20.29,1.995,1.6,outra,educacao,A,nao,0
41.0,86001.25,0.9,183920.41,12.06,2.139,14.5,arrendada,saude,C,sim,1
46.0,55850.98,17.3,81514.0,,1.459,2.5,hipoteca,habitacao,B,nao,0
49.0,43853.35,5.8,61770.37,28.53,1.409,17.6,hipoteca,pessoal,A,nao,0
29.0,89802.03,19.9,47634.59,9.78,0.53,1.9,outra,negocio,B,nao,0
63.0,49835.57,23.9,123134.56,13.61,2.471,19.3,arrendada,educacao,D,nao,1
59.0,78322.63,20.0,266608.21,19.57,3.404,6.2,outra,negocio,A,nao,0
57.0,95678.3,20.9,65321.85,17.96,0.683,13.4,propria,negocio,A,nao,0
54.0,109334.8,20.3,44442.72,26.15,0.406,1.1,propria,habitacao,B,nao,0
30.0,90267.59,17.8,189513.17,14.31,2.099,2.0,hipoteca,negocio,B,nao,0
28.0,69063.46,18.7,41720.22,9.06,0.604,3.7,hipoteca,pessoal,B,nao,0
46.0,65933.17,25.5,165976.42,18.93,2.517,17.8,propria,saude,C,nao,1
51.0,44705.74,2.0,44268.07,17.92,0.99,9.2,outra,habitacao,A,sim,0
29.0,95944.83,9.5,158648.27,8.52,1.654,8.5,hipoteca,habitacao,B,nao,0
26.0,104517.07,5.3,82706.0,31.85,0.791,16.1,outra,saude,B,sim,1
49.0,77410.53,24.2,290852.43,18.23,3.757,5.7,propria,pessoal,C,nao,1
66.0,66074.82,,191795.51,16.55,2.903,4.7,propria,negocio,C,nao,1
28.0,70309.79,23.7,264684.03,25.78,3.765,10.8,outra,saude,C,nao,1
59.0,89674.58,22.4,169859.25,13.68,1.894,2.3,outra,habitacao,A,nao,0
25.0,84327.16,14.0,97670.34,,1.158,17.9,outra,habitacao,A,sim,0
52.0,125147.39,1.7,153518.84,22.67,1.227,14.1,propria,negocio,B,nao,0
32.0,59216.12,19.7,156003.65,13.1,2.634,6.3,propria,saude,B,nao,0
35.0,38210.67,,167517.02,17.14,4.384,5.2,hipoteca,pessoal,C,sim,1
31.0,77925.39,25.4,133100.71,9.4,1.708,9.8,hipoteca,saude,B,sim,0
50.0,96356.48,22.8,224492.43,8.16,2.33,1.9,outra,habitacao,A,nao,0
46.0,33782.34,29.2,283311.73,6.76,8.386,1.9,propria,habitacao,D,nao,1
57.0,52468.85,7.6,230175.68,10.8,4.387,16.8,outra,habitacao,C,sim,1
55.0,106685.76,22.6,100862.93,23.09,0.945,18.1,hipoteca,habitacao,A,nao,0
31.0,56937.21,27.4,78617.5,6.0,1.381,8.4,propria,habitacao,A,nao,0
37.0,85334.16,14.4,172800.01,15.04,2.025,1.5,outra,habitacao,C,nao,1
50.0,55157.58,29.0,159112.16,14.14,2.885,18.9,arrendada,pessoal,C,nao,1
40.0,88169.57,9.8,151239.85,19.26,1.715,9.1,arrendada,pessoal,B,nao,0
24.0,91810.81,,170884.94,18.35,1.861,19.7,hipoteca,habitacao,A,nao,0
50.0,90025.16,17.3,42500.86,8.45,0.472,3.3,propria,pessoal,B,sim,0
67.0,37255.01,13.3,124573.02,,3.344,6.5,hipoteca,educacao,A,nao,0
24.0,45915.42,8.3,229286.8,6.43,4.994,5.0,outra,saude,B,sim,1
57.0,79538.73,14.2,124910.92,31.58,1.57,9.6,propria,negocio,A,sim,1
39.0,108845.26,20.3,63647.75,26.94,0.585,5.1,outra,habitacao,D,nao,1
43.0,45726.98,20.3,81406.15,6.26,1.78,19.2,propria,pessoal,C,nao,0
55.0,95975.35,23.2,69128.87,29.56,0.72,4.3,outra,saude,B,nao,0
36.0,86663.5,19.6,234530.74,19.05,2.706,11.8,outra,educacao,B,nao,0
50.0,70289.97,23.0,24548.92,7.24,0.349,18.8,hipoteca,educacao,A,sim,0
56.0,87728.93,1.3,293875.73,6.24,3.35,18.2,outra,pessoal,A,nao,0
56.0,58664.23,10.7,198355.67,26.49,3.381,10.9,hipoteca,habitacao,A,nao,1
34.0,73357.8,19.0,232440.56,17.34,3.169,11.4,hipoteca,educacao,C,nao,1
21.0,68299.08,6.3,185516.39,12.22,2.716,14.3,propria,educacao,B,nao,0
46.0,86099.88,23.8,23062.53,31.21,0.268,9.3,propria,educacao,C,nao,1
41.0,108934.43,4.3,35820.92,23.62,0.329,13.2,arrendada,pessoal,C,nao,1
35.0,72006.89,15.3,62702.79,5.53,0.871,4.1,arrendada,educacao,A,nao,0
65.0,75082.19,9.5,262129.94,15.95,3.491,14.1,arrendada,negocio,B,sim,1
22.0,54743.3,7.5,214589.29,11.67,3.92,14.0,outra,pessoal,D,nao,1
40.0,84197.13,21.6,54977.81,9.33,0.653,4.6,arrendada,pessoal,D,nao,0
60.0,100816.65,22.0,54852.66,21.24,0.544,4.3,outra,habitacao,B,nao,0
56.0,6305.35,10.0,52962.42,14.75,8.4,15.4,arrendada,saude,C,nao,1
47.0,116394.05,14.0,69623.65,27.0,0.598,12.4,hipoteca,habitacao,D,sim,1
35.0,70063.32,24.5,296133.66,16.53,4.227,1.1,outra,saude,B,nao,0
63.0,112875.42,4.5,271635.21,26.7,2.407,11.5,outra,negocio,C,nao,1
62.0,63948.23,5.6,218667.43,25.75,3.419,8.5,hipoteca,negocio,A,nao,1
32.0,88764.27,16.4,150875.72,15.78,1.7,15.0,hipoteca,educacao,A,nao,0
44.0,58776.98,24.2,276065.06,30.74,4.697,1.4,arrendada,negocio,C,nao,1
68.0,72661.17,23.6,22675.26,30.2,0.312,9.1,arrendada,negocio,C,nao,1
42.0,89028.45,21.7,38523.64,18.45,0.433,12.7,arrendada,pessoal,A,nao,0
53.0,76741.21,27.1,102495.02,27.23,1.336,18.9,propria,pessoal,A,nao,0
66.0,71364.01,,255275.17,12.86,3.577,18.5,outra,saude,A,nao,0
49.0,29843.93,17.8,115835.36,21.88,3.881,8.5,arrendada,negocio,C,nao,1
65.0,57948.31,9.7,117719.08,,2.031,6.8,hipoteca,saude,D,sim,1
45.0,81610.27,9.3,180712.22,16.74,2.214,8.0,hipoteca,negocio,A,nao,0
58.0,69504.75,25.4,163882.0,24.56,2.358,12.0,outra,negocio,C,nao,1
35.0,78077.91,14.1,95462.57,,1.223,17.4,outra,educacao,D,nao,0
46.0,87298.42,17.6,68790.89,24.61,0.788,10.4,propria,negocio,B,nao,0
40.0,63455.54,10.7,47635.88,22.35,0.751,19.2,outra,negocio,C,nao,1
49.0,62095.21,28.5,151337.54,12.7,2.437,19.5,outra,habitacao,A,nao,0
59.0,106875.99,10.3,111938.91,15.75,1.047,18.5,outra,negocio,B,nao,0
56.0,82735.23,12.2,52284.9,,0.632,3.7,propria,pessoal,A,nao,0
50.0,33902.63,10.2,74693.43,11.27,2.203,18.0,outra,habitacao,C,nao,1
56.0,93799.69,,147159.25,19.74,1.569,16.4,propria,educacao,A,nao,0
55.0,45214.69,11.0,210471.19,6.87,4.655,13.0,arrendada,negocio,B,nao,0
36.0,69514.52,11.4,272546.4,25.04,3.921,14.2,hipoteca,negocio,A,nao,1
42.0,108665.5,13.1,89816.94,29.75,0.827,10.6,propria,negocio,B,nao,0
30.0,67510.49,6.3,122403.82,22.53,1.813,17.9,,saude,C,nao,1
38.0,65246.55,23.3,130679.65,,2.003,5.4,outra,saude,B,sim,1
38.0,114046.26,29.2,86938.56,15.37,0.762,1.8,propria,pessoal,C,nao,0
23.0,30469.47,9.9,182170.24,11.06,5.979,6.4,propria,habitacao,A,nao,0
35.0,217.63,22.1,125706.56,16.79,577.616,5.3,propria,pessoal,D,nao,1
48.0,106237.26,12.9,156634.08,7.25,1.474,12.2,hipoteca,pessoal,A,nao,0
43.0,45892.25,28.5,125231.12,18.18,2.729,11.6,outra,saude,D,nao,1
34.0,63016.53,1.9,130710.27,25.21,2.074,8.6,propria,negocio,D,nao,1
63.0,67361.78,28.1,198244.15,7.38,2.943,19.8,hipoteca,saude,C,nao,1
23.0,44116.45,13.9,30807.98,29.09,0.698,12.8,arrendada,saude,A,nao,0
40.0,61912.75,27.9,213812.99,30.71,3.453,1.1,hipoteca,negocio,A,nao,1
28.0,64646.52,8.9,201459.64,24.97,3.116,14.8,outra,pessoal,A,sim,1
41.0,80261.04,25.7,283932.32,23.72,3.538,1.2,hipoteca,habitacao,B,sim,1
28.0,53565.61,,227963.0,30.02,4.256,12.5,arrendada,saude,B,nao,1
47.0,66458.98,2.7,228842.86,10.32,3.443,6.8,hipoteca,habitacao,C,nao,1
61.0,106445.32,4.8,21911.61,,0.206,19.9,arrendada,pessoal,C,nao,0
35.0,82104.99,3.2,299647.82,17.5,3.65,7.0,propria,habitacao,B,nao,0
34.0,134058.44,5.6,188035.62,17.1,1.403,2.5,outra,negocio,A,sim,0
39.0,46601.16,3.5,293853.01,31.84,6.306,13.8,hipoteca,pessoal,B,nao,1
59.0,66649.35,15.4,185593.46,10.53,2.785,8.2,hipoteca,educacao,A,nao,0
65.0,78786.52,17.2,7564.12,29.84,0.096,2.1,outra,educacao,C,nao,1
51.0,81179.48,14.0,60894.85,21.19,0.75,13.0,hipoteca,habitacao,C,sim,1
49.0,37825.47,23.5,243766.53,15.33,6.445,3.9,hipoteca,pessoal,A,sim,1
62.0,66197.1,29.7,183209.31,10.4,2.768,1.0,hipoteca,pessoal,C,nao,1
28.0,33690.28,16.7,209650.48,29.22,6.223,7.3,outra,negocio,A,nao,1
22.0,142921.55,16.2,276194.38,16.07,1.932,18.4,arrendada,habitacao,A,nao,0
37.0,82596.81,29.7,71612.11,30.69,0.867,7.9,outra,pessoal,C,nao,1
45.0,102742.79,13.1,19233.26,23.01,0.187,16.6,outra,pessoal,A,nao,0
59.0,51424.79,23.6,270841.92,24.1,5.267,7.3,arrendada,habitacao,D,sim,1
40.0,97434.97,23.3,274521.33,22.13,2.817,12.4,arrendada,pessoal,A,nao,1
22.0,75905.34,4.5,292347.53,18.88,3.851,2.3,arrendada,pessoal,B,nao,0
38.0,43696.8,24.7,25186.92,15.48,0.576,15.4,arrendada,pessoal,A,nao,0
22.0,52559.8,20.3,196489.24,,3.738,9.8,propria,pessoal,C,nao,1
27.0,75450.09,28.8,298056.62,,3.95,17.5,propria,pessoal,A,nao,0
41.0,102858.65,5.0,266659.93,,2.592,18.8,hipoteca,educacao,D,sim,1
22.0,34989.6,4.5,131218.98,25.3,3.75,9.7,hipoteca,pessoal,B,sim,1
40.0,74966.59,25.4,138541.8,17.38,1.848,11.4,arrendada,pessoal,C,nao,0
26.0,98002.28,18.2,187269.69,5.21,1.911,1.0,arrendada,pessoal,C,nao,0
43.0,69950.4,15.1,118750.23,7.8,1.698,19.5,hipoteca,habitacao,D,nao,0
28.0,63268.76,20.9,290544.58,5.94,4.592,14.9,propria,saude,B,sim,1
56.0,135043.07,5.9,198605.51,25.32,1.471,5.6,propria,pessoal,A,sim,1
35.0,113580.0,29.0,173050.7,23.66,1.524,16.4,propria,habitacao,A,nao,0
38.0,77527.53,21.0,62116.88,21.02,0.801,15.3,outra,educacao,B,sim,1
36.0,78447.94,27.0,28848.45,15.96,0.368,9.6,arrendada,saude,B,nao,0
64.0,81860.07,21.1,54060.88,22.63,0.66,15.2,hipoteca,habitacao,B,nao,0
61.0,110709.35,29.2,62308.69,10.49,0.563,2.3,arrendada,habitacao,B,nao,0
34.0,50505.1,19.0,220747.55,31.37,4.371,18.0,propria,negocio,D,nao,1
29.0,108535.72,19.6,286265.4,9.96,2.638,14.1,propria,pessoal,A,sim,1
37.0,72444.75,7.0,110731.32,12.87,1.528,16.7,outra,educacao,D,nao,0
65.0,106453.3,9.3,42174.34,15.27,0.396,12.6,propria,saude,A,nao,0
40.0,77436.06,12.8,295740.1,22.0,3.819,16.9,outra,saude,B,nao,1
27.0,98683.52,10.9,13588.16,10.57,0.138,4.0,outra,educacao,A,nao,0
27.0,33045.65,14.4,40441.0,27.43,1.224,3.7,outra,habitacao,A,nao,0
51.0,41327.81,8.6,34334.37,15.8,0.831,13.8,arrendada,habitacao,C,nao,0
35.0,39433.48,16.4,277300.9,16.82,7.032,10.2,propria,saude,B,nao,0
67.0,96378.3,10.8,75587.48,11.74,0.784,12.5,outra,negocio,A,sim,0
35.0,47763.33,3.9,10047.25,7.62,0.21,5.8,outra,habitacao,C,sim,1
25.0,56773.78,10.9,184934.41,30.78,3.257,18.0,hipoteca,educacao,B,nao,1
69.0,57525.63,28.1,109365.42,7.41,1.901,14.3,,educacao,B,nao,0
51.0,92460.51,2.0,42317.56,6.92,0.458,5.9,propria,pessoal,B,sim,0
35.0,82894.63,11.2,99740.77,9.64,1.203,8.3,arrendada,educacao,C,nao,0
61.0,82990.97,2.3,276768.43,15.31,3.335,4.5,hipoteca,negocio,D,sim,1
